nivel_satisfacao,ultima_avaliacao,numero_projetos,media_horas_mensais,tempo_empresa,acidente_trabalho,saiu,promocao_ultimos_5anos,departamento,salario
0.16,0.65,3,268,4,0,1,0,suporte,medio
0.53,0.6,2,207,2,1,0,0,tecnico,baixo
0.52,0.61,3,166,4,0,0,0,TI,medio
0.78,0.64,4,260,3,0,0,0,vendas,medio
0.92,0.68,4,206,3,0,0,0,produto,baixo
0.86,0.66,4,206,4,1,0,1,TI,medio
0.64,0.54,5,155,6,0,0,0,gerenciamento,medio
0.24,0.53,7,239,4,0,1,0,administrativo,baixo
0.81,0.5,4,130,3,0,0,0,tecnico,medio
0.87,0.73,6,179,6,1,0,0,vendas,medio
0.81,0.68,4,242,7,1,0,0,TI,alto
0.64,0.66,3,202,4,0,0,0,suporte,medio
0.63,0.6,4,120,8,0,0,0,vendas,baixo
0.86,0.86,3,263,7,0,0,0,vendas,baixo
0.82,0.56,6,217,3,0,0,0,suporte,medio
0.16,0.75,6,211,3,0,1,0,administrativo,medio
0.85,0.77,4,175,2,0,0,0,financeiro,baixo
0.6,0.66,5,181,2,1,0,0,vendas,baixo
0.59,0.7,3,299,2,0,1,0,tecnico,medio
0.72,0.66,4,178,4,1,0,0,vendas,medio
0.11,0.61,4,242,4,0,1,0,suporte,baixo
0.85,0.64,5,219,5,0,0,0,marketing,medio
0.88,0.52,3,181,2,0,0,0,marketing,baixo
0.2,0.61,3,276,5,0,1,0,suporte,baixo
0.45,0.61,3,231,2,0,1,0,vendas,baixo
0.74,0.5,3,214,4,0,0,0,tecnico,medio
0.61,0.53,5,189,3,0,0,0,administrativo,medio
0.72,0.6,2,177,4,0,0,0,vendas,medio
0.51,0.61,6,253,2,0,1,0,tecnico,baixo
0.67,0.66,3,250,2,0,0,0,produto,medio
0.25,0.72,3,279,5,0,1,0,produto,baixo
0.87,0.78,2,164,5,0,0,0,administrativo,medio
0.72,0.7,4,198,2,1,0,0,tecnico,medio
0.78,0.59,4,160,3,0,0,0,suporte,baixo
0.65,0.51,3,233,3,0,0,0,suporte,baixo
0.33,0.72,3,211,6,0,1,0,administrativo,medio
0.8,0.6,4,164,4,0,0,0,marketing,medio
0.11,0.63,2,287,3,0,1,0,RH,baixo
0.87,0.8,2,208,5,1,0,0,vendas,medio
0.83,0.75,4,232,5,0,0,0,marketing,baixo
0.11,0.53,6,227,6,0,1,0,tecnico,baixo
0.85,0.64,4,226,5,0,0,0,vendas,medio
0.79,0.6,4,207,2,0,0,0,vendas,medio
0.71,0.65,3,213,3,0,0,0,TI,baixo
0.25,0.69,4,219,4,0,1,0,tecnico,baixo
0.39,0.63,6,286,3,0,1,0,financeiro,medio
0.9,0.64,3,177,4,0,0,0,produto,medio
0.19,0.75,3,305,3,0,1,0,vendas,medio
0.67,0.57,3,155,6,0,0,0,TI,baixo
0.88,0.53,5,246,4,0,0,0,vendas,medio
0.38,0.56,4,207,2,0,1,0,tecnico,baixo
0.92,0.73,4,238,3,0,0,0,TI,medio
0.22,0.72,6,263,3,0,1,0,financeiro,baixo
0.89,0.71,3,222,5,0,0,0,tecnico,medio
0.69,0.69,4,211,4,0,0,0,RH,medio
0.75,0.63,3,183,2,0,0,1,marketing,medio
0.81,0.69,4,208,2,0,0,0,tecnico,medio
0.83,0.82,7,185,5,1,0,0,suporte,medio
0.88,0.64,4,172,2,0,0,0,produto,alto
0.87,0.56,4,211,4,0,0,0,vendas,medio
0.77,0.66,4,166,3,0,0,0,financeiro,medio
0.79,0.47,6,268,5,1,0,0,marketing,medio
0.09,0.72,3,195,3,0,1,0,vendas,baixo
0.81,0.66,3,191,2,0,0,0,gerenciamento,baixo
0.78,0.64,4,167,3,0,0,0,vendas,baixo
0.23,0.79,5,280,6,0,1,0,administrativo,baixo
0.67,0.64,5,220,4,1,0,0,tecnico,medio
0.4,0.64,3,229,3,0,1,0,marketing,baixo
0.87,0.64,6,173,3,1,0,0,tecnico,baixo
0.78,0.71,2,199,6,0,0,0,produto,baixo
0.31,0.71,3,310,3,0,1,0,vendas,baixo
0.88,0.76,6,190,4,0,0,1,vendas,baixo
0.72,0.73,3,120,7,0,0,0,vendas,alto
0.48,0.55,5,201,7,0,0,0,financeiro,medio
0.75,0.81,4,262,7,0,0,0,tecnico,baixo
0.67,0.66,4,264,5,0,0,0,produto,baixo
0.41,0.47,6,241,4,0,1,0,RH,medio
0.85,0.6,3,188,6,0,0,0,financeiro,medio
0.65,0.61,3,208,4,0,0,0,vendas,baixo
0.17,0.53,6,233,6,0,1,0,financeiro,baixo
0.69,0.62,7,219,6,0,0,0,vendas,baixo
0.73,0.6,3,188,6,1,0,0,produto,baixo
0.13,0.57,4,310,3,0,1,0,produto,baixo
0.3,0.78,2,249,6,0,1,0,vendas,medio
0.81,0.54,4,282,6,0,0,0,vendas,medio
0.68,0.62,4,141,8,1,0,0,suporte,baixo
0.54,0.71,4,182,5,0,0,0,tecnico,medio
0.83,0.67,4,133,3,1,0,0,administrativo,alto
0.7,0.62,7,158,4,0,0,0,tecnico,medio
0.26,0.8,7,277,4,0,1,0,administrativo,medio
0.15,0.75,3,300,6,0,1,0,tecnico,medio
0.41,0.64,4,276,5,0,1,0,gerenciamento,baixo
0.86,0.66,4,268,8,0,0,0,produto,baixo
0.11,0.66,4,156,5,0,1,0,RH,alto
0.66,0.58,3,231,4,0,0,0,vendas,medio
0.66,0.79,3,177,7,0,0,0,suporte,medio
0.92,0.67,4,223,8,0,0,0,vendas,medio
0.88,0.63,4,200,4,0,0,0,tecnico,baixo
0.15,0.7,4,279,8,0,1,0,TI,medio
0.7,0.7,7,213,7,1,0,0,produto,medio
0.79,0.83,6,221,6,1,0,0,vendas,baixo
0.16,0.75,2,246,4,0,1,0,suporte,baixo
0.53,0.66,6,219,2,1,0,0,suporte,medio
0.13,0.67,3,308,4,0,1,0,vendas,baixo
0.71,0.5,4,261,3,0,0,0,suporte,baixo
0.5,0.76,2,233,4,0,0,0,produto,baixo
0.27,0.7,2,180,6,0,1,0,vendas,medio
0.87,0.71,3,174,10,0,0,0,marketing,medio
0.58,0.68,4,222,8,0,0,0,suporte,medio
0.91,0.57,5,222,3,1,0,0,RH,baixo
0.51,0.72,5,291,2,0,0,0,vendas,alto
0.92,0.58,5,192,7,0,0,0,RH,baixo
0.92,0.69,3,159,4,0,0,0,vendas,baixo
0.58,0.61,5,196,4,0,0,0,tecnico,baixo
0.57,0.64,5,167,4,1,0,0,vendas,baixo
0.85,0.75,4,189,5,0,0,0,financeiro,baixo
0.71,0.62,4,276,4,0,0,0,produto,baixo
0.94,0.77,4,134,5,0,0,0,vendas,baixo
0.13,0.66,5,223,5,0,1,0,vendas,medio
0.21,0.86,2,256,4,0,1,0,tecnico,baixo
0.85,0.68,6,189,3,0,0,0,vendas,medio
0.24,0.51,5,205,4,0,1,0,TI,medio
0.38,0.7,4,225,7,0,0,0,TI,baixo
0.59,0.61,3,213,4,0,0,0,administrativo,medio
0.83,0.55,7,252,4,0,0,0,administrativo,baixo
0.73,0.58,5,212,2,0,0,0,TI,baixo
0.59,0.64,5,184,4,0,0,0,vendas,baixo
0.86,0.75,5,136,5,0,0,0,tecnico,medio
0.29,0.56,2,258,3,0,1,0,suporte,medio
0.19,0.79,3,279,4,1,1,0,suporte,medio
0.64,0.56,3,223,7,0,0,0,suporte,baixo
0.92,0.76,4,227,3,0,0,0,gerenciamento,baixo
0.63,0.65,4,193,5,0,0,0,financeiro,medio
0.68,0.54,4,185,4,0,0,1,vendas,medio
0.65,0.78,3,237,5,0,0,0,vendas,medio
0.69,0.56,3,244,6,0,0,0,RH,baixo
0.72,0.68,3,227,6,0,0,0,RH,baixo
0.34,0.79,5,251,5,0,1,0,vendas,baixo
0.79,0.6,4,202,5,0,0,0,produto,medio
0.57,0.7,4,193,3,0,0,0,TI,baixo
0.82,0.59,4,164,7,0,0,0,suporte,baixo
0.86,0.63,5,237,2,0,0,0,vendas,medio
0.23,0.67,2,307,2,0,1,0,financeiro,baixo
0.72,0.71,5,198,5,0,0,0,TI,medio
0.57,0.76,2,294,7,0,1,0,vendas,medio
0.19,0.61,2,245,5,0,1,0,produto,baixo
0.87,0.58,3,166,6,0,0,0,produto,medio
0.48,0.71,3,199,5,0,0,0,financeiro,medio
0.09,0.81,7,261,4,0,1,0,vendas,baixo
0.15,0.8,4,227,4,0,1,0,gerenciamento,medio
0.91,0.56,4,215,7,1,0,0,vendas,medio
0.15,0.7,5,217,6,0,1,0,suporte,medio
0.22,0.73,3,231,4,1,1,0,TI,medio
0.81,0.51,4,231,5,1,0,0,tecnico,baixo
0.64,0.59,4,201,3,0,0,0,suporte,baixo
0.09,0.59,3,246,3,0,1,0,financeiro,medio
0.84,0.66,4,240,5,0,0,0,TI,baixo
0.64,0.71,4,191,7,0,0,0,suporte,medio
0.82,0.69,5,234,3,0,0,0,vendas,baixo
0.8,0.81,3,224,4,0,0,0,vendas,medio
0.79,0.58,5,246,5,0,0,0,vendas,medio
0.38,0.75,7,206,3,0,1,0,gerenciamento,medio
0.69,0.72,4,230,5,0,0,0,marketing,medio
0.76,0.7,3,150,3,0,0,0,gerenciamento,medio
0.87,0.58,3,217,2,0,0,0,vendas,baixo
0.88,0.6,3,243,5,0,0,0,TI,baixo
0.64,0.68,4,153,3,0,0,0,vendas,medio
0.68,0.77,4,165,4,0,0,0,marketing,medio
0.75,0.67,3,206,5,0,0,0,tecnico,baixo
0.61,0.73,5,212,3,0,0,0,vendas,baixo
0.66,0.72,2,198,2,0,0,0,suporte,baixo
0.87,0.56,3,218,4,1,0,0,tecnico,alto
0.39,0.7,5,270,2,0,1,0,TI,baixo
0.87,0.81,4,216,5,0,0,0,TI,baixo
0.77,0.79,4,218,4,1,0,0,produto,baixo
0.49,0.69,4,178,4,0,0,0,gerenciamento,medio
0.55,0.75,4,198,5,0,0,0,tecnico,medio
0.65,0.77,5,224,6,0,0,0,suporte,baixo
0.68,0.52,3,222,3,1,0,0,marketing,baixo
0.76,0.63,3,194,5,0,0,1,suporte,medio
0.1,0.7,7,156,5,0,1,0,vendas,baixo
0.47,0.64,7,310,4,0,1,0,RH,baixo
0.8,0.6,3,199,4,0,0,0,vendas,medio
0.73,0.63,2,173,5,0,0,0,vendas,medio
0.91,0.58,5,264,5,0,0,0,vendas,alto
0.09,0.75,3,179,3,0,1,0,vendas,baixo
0.11,0.57,7,280,4,0,1,0,vendas,baixo
0.91,0.81,4,190,2,0,0,0,vendas,medio
0.81,0.55,3,214,4,0,0,0,tecnico,baixo
0.71,0.62,5,267,5,0,0,0,vendas,baixo
0.82,0.69,4,195,6,0,0,0,vendas,baixo
0.52,0.63,4,188,6,0,0,0,TI,alto
0.73,0.55,3,129,3,0,0,0,vendas,medio
0.71,0.72,5,200,2,0,0,0,vendas,baixo
0.15,0.78,7,210,4,0,1,0,tecnico,baixo
0.39,0.63,3,224,2,0,1,0,tecnico,medio
0.82,0.69,3,169,5,0,0,0,tecnico,medio
0.88,0.56,4,217,3,0,0,0,tecnico,medio
0.35,0.75,3,243,5,0,1,0,TI,baixo
0.6,0.65,3,196,4,0,0,0,TI,baixo
0.73,0.57,4,221,3,0,0,0,administrativo,medio
0.85,0.75,5,195,4,0,0,0,suporte,alto
0.85,0.69,5,202,3,0,0,0,suporte,baixo
0.91,0.62,5,224,5,0,0,0,vendas,medio
0.89,0.75,3,142,2,0,0,0,marketing,baixo
0.74,0.64,3,165,3,0,0,0,vendas,baixo
0.9,0.65,3,182,5,0,0,0,suporte,baixo
0.64,0.65,3,243,8,0,0,0,tecnico,medio
0.89,0.71,6,189,6,0,0,0,TI,baixo
0.09,0.72,5,228,3,0,1,0,administrativo,baixo
0.52,0.78,4,184,5,1,0,0,administrativo,baixo
0.78,0.65,4,235,5,0,0,0,vendas,medio
0.58,0.81,3,185,3,0,0,0,vendas,medio
0.92,0.52,4,180,6,0,0,0,RH,baixo
0.89,0.58,3,213,3,0,0,0,suporte,baixo
0.83,0.59,4,169,4,1,0,0,tecnico,medio
0.71,0.67,3,230,5,0,0,0,produto,baixo
0.67,0.53,3,183,3,0,0,0,suporte,baixo
0.75,0.57,4,218,3,1,0,0,gerenciamento,medio
0.68,0.71,2,161,2,0,0,0,suporte,baixo
0.83,0.72,3,210,7,0,0,0,suporte,alto
0.74,0.73,3,170,5,1,0,0,suporte,baixo
0.69,0.48,5,157,4,0,0,0,RH,baixo
0.82,0.65,4,223,3,1,0,0,TI,baixo
0.73,0.62,4,217,3,0,0,1,TI,medio
0.83,0.67,3,154,2,0,0,0,gerenciamento,baixo
0.88,0.65,4,180,5,0,0,0,TI,medio
0.94,0.68,5,210,4,0,0,0,tecnico,baixo
0.64,0.73,6,163,6,0,0,0,produto,baixo
0.81,0.55,4,176,5,0,0,0,TI,medio
0.73,0.79,3,232,4,0,0,0,vendas,alto
0.46,0.54,3,217,4,0,1,0,suporte,medio
0.16,0.6,4,188,3,0,1,0,produto,medio
0.7,0.47,3,163,5,0,0,0,suporte,baixo
0.85,0.6,4,206,4,0,0,0,marketing,baixo
0.73,0.59,3,202,4,0,0,0,tecnico,baixo
0.88,0.7,4,212,3,1,0,0,gerenciamento,alto
0.88,0.6,2,195,3,0,0,0,tecnico,medio
0.76,0.53,3,169,4,0,0,0,vendas,baixo
0.33,0.58,7,263,5,0,1,0,tecnico,baixo
0.88,0.6,5,219,6,0,0,0,suporte,baixo
0.41,0.57,3,237,3,0,0,0,tecnico,baixo
0.73,0.76,4,196,7,1,0,0,vendas,baixo
0.83,0.64,6,202,4,0,0,0,TI,baixo
0.15,0.64,2,231,2,0,1,0,tecnico,baixo
0.35,0.74,3,310,3,0,1,0,TI,baixo
0.09,0.58,2,239,7,0,1,0,marketing,medio
0.94,0.64,3,152,5,0,0,0,marketing,medio
0.91,0.84,4,186,5,0,0,0,tecnico,baixo
0.82,0.68,3,211,4,0,0,0,suporte,medio
0.89,0.74,5,186,4,0,0,0,tecnico,baixo
0.79,0.62,4,174,2,0,0,0,financeiro,baixo
0.74,0.77,3,126,3,0,0,0,financeiro,medio
0.93,0.65,2,188,4,0,0,0,tecnico,baixo
0.92,0.68,4,228,6,0,0,0,vendas,baixo
0.92,0.52,3,195,2,0,0,0,vendas,alto
0.9,0.55,6,167,3,0,0,0,tecnico,baixo
0.8,0.81,5,199,2,0,0,0,suporte,baixo
0.67,0.52,4,157,2,1,0,0,TI,alto
0.75,0.58,4,236,4,0,0,0,tecnico,baixo
0.62,0.77,3,242,4,0,0,0,TI,medio
0.87,0.67,4,183,10,0,0,0,administrativo,baixo
0.09,0.74,3,288,2,0,1,0,TI,baixo
0.67,0.54,4,184,4,0,0,0,vendas,medio
0.63,0.62,3,204,7,0,0,0,suporte,baixo
0.62,0.6,3,177,3,0,0,0,suporte,medio
0.16,0.78,2,285,3,0,1,0,financeiro,alto
0.76,0.61,4,232,2,0,0,0,tecnico,baixo
0.85,0.65,5,186,7,0,0,0,tecnico,medio
0.49,0.52,5,210,2,1,0,0,suporte,baixo
0.54,0.61,4,212,7,0,0,0,suporte,baixo
0.8,0.69,4,205,4,0,0,0,produto,alto
0.46,0.8,4,206,7,0,0,0,vendas,baixo
0.13,0.68,2,280,5,0,1,0,suporte,baixo
0.12,0.87,4,192,4,0,1,0,vendas,medio
0.68,0.53,3,203,3,0,0,0,tecnico,baixo
0.78,0.8,4,206,5,0,0,0,TI,baixo
0.87,0.82,3,259,6,0,0,0,vendas,medio
0.24,0.53,6,221,3,0,1,0,tecnico,medio
0.82,0.73,3,223,6,1,0,0,produto,baixo
0.29,0.42,5,300,4,0,1,0,TI,baixo
0.62,0.7,3,227,3,0,0,0,vendas,baixo
0.43,0.53,4,222,3,0,0,0,suporte,baixo
0.28,0.61,7,310,2,0,1,0,vendas,alto
0.64,0.64,2,196,2,0,0,0,vendas,alto
0.78,0.56,3,223,7,0,0,0,tecnico,medio
0.83,0.68,4,189,5,0,0,0,vendas,medio
0.77,0.7,4,200,5,1,0,0,gerenciamento,medio
0.77,0.65,4,233,5,0,0,0,vendas,baixo
0.61,0.54,7,250,5,0,0,0,marketing,baixo
0.92,0.64,3,221,7,0,0,0,RH,baixo
0.26,0.75,6,189,7,0,1,0,gerenciamento,medio
0.22,0.59,3,218,3,0,1,0,tecnico,baixo
0.82,0.5,4,209,5,0,0,0,financeiro,medio
0.67,0.52,3,246,4,0,0,0,gerenciamento,baixo
0.68,0.65,3,202,6,1,0,0,vendas,medio
0.82,0.56,3,178,5,0,0,1,suporte,medio
0.78,0.72,4,185,10,0,0,0,vendas,baixo
0.09,0.59,4,310,3,1,1,0,TI,medio
0.35,0.74,3,286,5,0,1,0,suporte,baixo
0.74,0.64,4,135,5,0,0,0,vendas,medio
0.69,0.64,3,144,7,1,0,0,marketing,baixo
0.82,0.64,4,208,5,0,0,0,vendas,baixo
0.57,0.58,3,176,5,0,0,0,marketing,baixo
0.65,0.7,5,192,7,0,0,0,vendas,baixo
0.58,0.57,5,133,5,0,0,0,TI,medio
0.72,0.67,3,228,4,1,0,0,vendas,alto
0.8,0.63,3,193,2,0,0,0,vendas,baixo
0.21,0.51,4,253,4,0,1,0,produto,baixo
0.53,0.56,6,166,2,1,0,0,tecnico,medio
0.81,0.69,3,232,2,0,0,0,suporte,baixo
0.15,0.62,4,310,4,0,1,0,administrativo,baixo
0.17,0.5,2,198,5,0,1,0,vendas,baixo
0.52,0.67,4,135,2,1,0,0,RH,medio
0.88,0.7,4,197,3,0,0,0,vendas,medio
0.1,0.72,5,246,4,0,1,0,vendas,medio
0.91,0.64,3,212,8,0,0,0,vendas,baixo
0.71,0.78,3,96,2,0,0,0,gerenciamento,medio
0.8,0.55,3,197,3,0,0,0,vendas,medio
0.3,0.52,5,238,6,0,1,0,financeiro,baixo
0.19,0.57,5,255,5,0,1,0,gerenciamento,medio
0.17,0.7,3,307,6,0,1,0,tecnico,alto
0.79,0.8,3,214,2,0,0,0,TI,medio
0.85,0.78,6,211,2,0,0,0,marketing,medio
0.79,0.65,7,204,10,0,0,0,tecnico,medio
0.32,0.63,5,266,5,1,1,0,vendas,medio
0.89,0.63,3,183,3,0,0,0,tecnico,medio
0.75,0.64,3,237,2,0,0,0,marketing,medio
0.75,0.7,3,156,4,0,0,0,marketing,baixo
0.63,0.69,3,173,3,0,0,0,vendas,medio
0.12,0.65,5,257,7,0,1,0,vendas,medio
0.89,0.66,4,165,4,0,0,0,administrativo,baixo
0.25,0.47,7,310,5,0,1,0,vendas,medio
0.61,0.65,3,172,5,1,0,0,produto,baixo
0.31,0.56,4,241,3,0,1,0,vendas,alto
0.21,0.67,6,227,2,0,1,0,RH,medio
0.61,0.61,3,226,6,0,0,0,financeiro,medio
0.11,0.53,4,274,3,0,1,0,tecnico,medio
0.89,0.64,5,180,3,1,0,0,vendas,medio
0.16,0.77,2,240,5,0,1,0,suporte,medio
0.22,0.81,5,210,8,0,1,0,tecnico,medio
0.71,0.6,2,162,2,0,0,1,tecnico,baixo
0.83,0.51,3,227,3,1,0,0,TI,baixo
0.53,0.6,4,203,2,0,0,0,vendas,medio
0.9,0.75,5,179,4,0,0,0,tecnico,alto
0.7,0.54,7,269,6,0,0,0,marketing,baixo
0.18,0.75,6,310,3,0,1,0,TI,baixo
0.86,0.54,3,250,6,0,0,0,tecnico,baixo
0.13,0.66,4,215,3,0,1,0,TI,baixo
0.55,0.73,3,168,3,1,0,0,marketing,medio
0.35,0.61,5,226,3,0,1,0,suporte,baixo
0.11,0.57,4,254,2,0,1,0,vendas,baixo
0.09,0.74,3,218,4,0,1,0,vendas,medio
0.91,0.71,7,123,8,0,0,0,marketing,baixo
0.76,0.8,4,167,3,0,0,0,RH,medio
0.9,0.49,5,187,7,0,0,0,produto,baixo
0.85,0.68,5,142,5,0,0,0,vendas,medio
0.75,0.84,4,221,3,0,0,0,suporte,baixo
0.29,0.69,7,199,4,0,1,0,RH,baixo
0.87,0.72,4,222,6,0,0,0,tecnico,baixo
0.9,0.57,4,207,4,0,0,0,vendas,medio
0.66,0.5,3,213,2,0,0,0,suporte,medio
0.28,0.65,3,259,3,0,1,0,RH,baixo
0.11,0.71,3,226,3,0,1,0,vendas,medio
0.19,0.72,5,251,3,0,1,0,suporte,baixo
0.48,0.82,4,170,3,0,0,0,TI,alto
0.53,0.65,7,206,6,0,0,0,suporte,baixo
0.49,0.74,6,244,5,0,1,0,TI,baixo
0.44,0.66,5,242,4,0,0,0,TI,baixo
0.9,0.66,2,221,3,0,0,0,vendas,medio
0.57,0.75,2,164,6,0,0,0,vendas,medio
0.89,0.59,3,171,5,0,0,0,TI,baixo
0.89,0.73,4,260,6,0,0,0,vendas,baixo
0.7,0.53,3,241,3,0,0,0,TI,medio
0.9,0.77,3,148,7,0,0,0,TI,medio
0.8,0.61,4,243,4,0,0,0,vendas,medio
0.72,0.68,3,207,3,0,0,0,suporte,medio
0.9,0.57,2,164,8,0,0,0,suporte,medio
0.9,0.77,3,200,6,0,0,0,vendas,baixo
0.7,0.58,3,194,4,0,0,0,suporte,alto
0.58,0.75,4,213,3,0,0,0,administrativo,baixo
0.91,0.65,5,254,3,0,0,0,tecnico,medio
0.69,0.61,4,186,4,1,0,0,TI,medio
0.85,0.74,3,219,3,0,0,0,vendas,medio
0.75,0.59,5,221,4,0,0,0,vendas,medio
0.21,0.7,6,202,4,0,1,0,vendas,baixo
0.87,0.58,6,197,6,0,0,0,marketing,medio
0.84,0.7,6,241,7,0,0,0,tecnico,medio
0.75,0.59,3,195,5,1,0,0,vendas,baixo
0.17,0.83,2,277,4,0,1,0,produto,baixo
0.54,0.78,3,221,6,0,0,0,vendas,medio
0.83,0.58,5,216,5,0,0,0,vendas,baixo
0.64,0.72,4,256,2,0,0,0,tecnico,baixo
0.81,0.58,3,188,2,0,0,0,tecnico,baixo
0.23,0.58,2,310,6,0,1,0,suporte,medio
0.54,0.74,3,216,5,0,0,0,tecnico,medio
0.53,0.72,3,200,6,0,0,0,tecnico,baixo
0.93,0.59,5,164,3,1,0,0,financeiro,medio
0.13,0.55,2,246,2,0,1,0,financeiro,baixo
0.76,0.76,3,213,7,0,0,0,RH,baixo
0.87,0.58,4,210,2,0,0,0,financeiro,medio
0.3,0.75,6,284,3,0,1,0,suporte,baixo
0.31,0.47,6,255,3,0,1,0,TI,baixo
0.2,0.6,2,283,3,0,1,0,suporte,medio
0.17,0.59,7,231,4,0,1,0,marketing,baixo
0.13,0.56,2,167,10,0,1,0,suporte,medio
0.7,0.53,3,175,4,0,0,0,vendas,medio
0.43,0.47,5,213,5,0,1,0,RH,baixo
0.28,0.59,2,211,5,0,1,0,marketing,baixo
0.88,0.82,2,213,2,0,0,0,RH,baixo
0.79,0.6,3,232,4,0,0,0,vendas,baixo
0.09,0.61,4,207,7,0,1,0,vendas,baixo
0.87,0.71,2,178,4,1,0,0,tecnico,medio
0.17,0.76,3,238,4,0,1,0,suporte,medio
0.82,0.73,4,181,6,0,0,0,vendas,baixo
0.6,0.78,4,231,4,0,0,0,tecnico,medio
0.74,0.62,4,203,5,0,0,0,vendas,baixo
0.89,0.82,3,219,4,0,0,1,vendas,medio
0.62,0.74,3,179,6,0,0,0,produto,baixo
0.7,0.64,2,169,2,0,0,0,RH,baixo
0.87,0.62,4,190,5,0,0,0,vendas,medio
0.66,0.61,4,164,3,1,0,0,suporte,baixo
0.79,0.72,6,182,3,1,0,0,vendas,medio
0.74,0.53,3,237,5,0,0,0,vendas,baixo
0.35,0.65,7,274,5,0,1,0,produto,baixo
0.82,0.76,3,240,3,1,0,0,produto,medio
0.63,0.77,4,237,8,0,0,0,RH,medio
0.81,0.56,3,242,3,0,0,0,suporte,baixo
0.78,0.66,5,158,4,0,0,0,financeiro,baixo
0.85,0.47,6,205,2,0,0,0,vendas,medio
0.71,0.68,4,210,7,0,0,0,vendas,medio
0.23,0.65,4,268,3,0,1,0,vendas,medio
0.25,0.85,3,262,3,0,1,0,marketing,medio
0.54,0.6,3,198,7,0,1,0,vendas,alto
0.75,0.63,5,173,7,0,0,0,vendas,baixo
0.63,0.75,2,217,4,0,0,0,TI,medio
0.71,0.55,3,186,2,1,0,0,vendas,medio
0.59,0.57,3,206,5,0,0,0,vendas,medio
0.27,0.69,4,250,4,0,1,0,vendas,baixo
0.74,0.72,6,184,3,0,0,0,vendas,medio
0.61,0.63,4,231,6,0,0,0,produto,medio
0.76,0.66,3,185,2,0,0,0,suporte,medio
0.12,0.49,3,227,3,0,1,0,vendas,baixo
0.13,0.41,3,309,4,0,1,0,vendas,medio
0.72,0.58,4,273,5,0,0,0,RH,medio
0.09,0.76,3,251,5,0,1,0,suporte,medio
0.82,0.65,4,242,6,0,0,0,produto,medio
0.21,0.79,7,271,4,0,1,0,tecnico,medio
0.12,0.5,4,225,3,0,1,0,vendas,baixo
0.11,0.53,3,226,5,0,1,0,gerenciamento,baixo
0.84,0.59,4,189,5,1,0,0,suporte,baixo
0.85,0.53,3,188,6,0,0,0,vendas,medio
0.91,0.62,4,231,6,0,0,0,tecnico,baixo
0.71,0.62,7,234,4,1,0,0,tecnico,medio
0.09,0.87,7,247,6,0,1,0,vendas,medio
0.62,0.72,3,192,8,0,0,0,administrativo,medio
0.92,0.58,5,174,4,0,0,0,financeiro,medio
0.77,0.67,3,183,6,0,0,0,vendas,medio
0.8,0.74,3,209,5,0,0,0,tecnico,medio
0.59,0.77,3,197,7,0,0,0,marketing,baixo
0.6,0.63,2,208,4,0,0,1,vendas,baixo
0.71,0.81,4,271,3,0,0,0,suporte,baixo
0.48,0.65,4,245,5,0,0,0,produto,baixo
0.22,0.7,6,271,4,0,1,0,TI,alto
0.47,0.67,4,166,3,0,0,0,produto,baixo
0.33,0.56,4,231,4,0,1,0,produto,medio
0.92,0.66,4,205,3,0,0,0,gerenciamento,baixo
0.85,0.69,3,255,4,0,0,0,tecnico,alto
0.87,0.76,4,205,5,0,0,0,financeiro,baixo
0.7,0.78,6,147,7,1,0,0,vendas,baixo
0.81,0.5,4,217,6,0,0,0,tecnico,baixo
0.86,0.65,6,192,7,0,0,0,vendas,medio
0.91,0.59,2,199,6,0,0,1,TI,baixo
0.73,0.48,6,184,8,0,0,0,vendas,medio
0.84,0.56,3,138,6,0,0,0,RH,medio
0.76,0.64,3,156,8,0,0,1,TI,baixo
0.26,0.63,4,242,4,0,1,0,vendas,baixo
0.09,0.76,2,153,3,0,1,0,produto,medio
0.87,0.61,4,192,5,0,0,0,financeiro,baixo
0.84,0.5,5,220,3,0,0,0,TI,medio
0.27,0.79,3,171,2,0,1,0,vendas,baixo
0.78,0.6,4,228,4,1,0,0,RH,medio
0.25,0.68,3,184,2,0,1,0,produto,medio
0.78,0.68,4,189,5,0,0,0,tecnico,medio
0.29,0.53,3,192,5,0,1,0,tecnico,baixo
0.82,0.77,4,232,4,0,0,0,suporte,medio
0.16,0.59,6,265,2,0,1,0,financeiro,medio
0.72,0.58,5,157,6,0,0,0,vendas,medio
0.71,0.52,4,234,5,0,0,0,vendas,medio
0.91,0.65,4,175,2,0,0,0,financeiro,medio
0.89,0.62,5,163,4,1,0,0,vendas,alto
0.4,0.44,4,230,2,0,1,0,administrativo,medio
0.92,0.59,3,215,4,0,0,0,tecnico,baixo
0.15,0.71,3,214,5,0,1,0,suporte,baixo
0.78,0.62,5,190,6,0,0,0,vendas,alto
0.3,0.79,3,310,5,1,1,0,financeiro,baixo
0.67,0.68,3,115,4,0,0,0,produto,alto
0.28,0.81,7,292,3,0,1,0,administrativo,medio
0.19,0.75,4,211,3,0,1,0,TI,baixo
0.87,0.59,3,228,3,0,0,0,vendas,baixo
0.16,0.78,3,274,2,0,1,0,tecnico,baixo
0.5,0.56,2,239,3,0,1,0,suporte,medio
0.87,0.77,4,225,4,0,0,0,suporte,baixo
0.77,0.61,3,168,4,0,0,0,administrativo,baixo
